CPI序号,波位号,时间戳(ms),帧间隔(ms),目标数,有效点迹数,宽脉冲数,窄脉冲数,最小距离(m),最大距离(m),最小速度(m/s),最大速度(m/s),正高度点数,负高度点数(地杂波)
3428,8,1460168,164,19,19,10,9,599.4,10866.4,-63.89,26.21,4,15
3429,9,1460332,164,2,2,0,2,958.5,2231.4,-5.19,1.09,0,2
3430,10,1460496,164,3,3,2,1,2279.4,2539.0,-6.83,-1.09,2,1
3431,11,1460660,164,3,3,2,1,2251.3,7723.5,-11.19,33.31,3,0
3432,12,1460824,164,3,3,3,0,3569.7,7718.7,4.91,33.31,3,0
3433,13,1460988,164,4,4,2,2,817.9,12113.5,-3.28,2.73,3,1
3434,14,1461152,164,2,2,1,1,1724.5,2249.7,-0.82,1.09,0,2
3435,15,1461316,164,1,1,1,0,7624.4,7624.4,7.65,7.65,1,0
3436,16,1461480,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3437,0,1461644,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3438,1,1461808,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3439,2,1461972,164,1,1,0,1,1604.9,1604.9,12.01,12.01,1,0
3440,3,1462136,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3441,4,1462300,164,20,20,16,4,451.7,11439.8,-66.35,68.26,7,13
3442,5,1462464,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3443,6,1462628,164,2,2,2,0,5540.7,12356.2,-40.68,-4.64,2,0
3444,7,1462792,164,16,16,8,8,833.9,10718.7,-39.04,49.69,3,13
3445,8,1462956,164,13,13,6,7,601.9,10767.5,-64.71,58.98,2,11
3446,9,1463120,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3447,10,1463284,164,7,7,2,5,479.9,3307.3,-12.83,1.37,2,5
3448,11,1463448,164,6,6,3,3,381.5,7243.6,-2.18,33.04,3,3
3449,12,1463612,164,6,6,6,0,3065.6,7217.1,-7.10,32.76,6,0
3450,13,1463776,164,3,3,3,0,2513.3,4912.7,-2.73,108.59,3,0
3451,14,1463940,164,3,3,1,2,1719.4,2561.9,-0.82,108.59,1,2
3452,15,1464104,164,1,1,1,0,5245.6,5245.6,-8.19,-8.19,1,0
3453,16,1464268,164,2,2,0,2,1504.8,1699.7,1.09,1.37,1,1
3454,0,1464432,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3455,1,1464596,164,1,1,0,1,1577.4,1577.4,11.74,11.74,1,0
3456,2,1464760,164,2,2,1,1,1575.3,12038.0,-0.82,12.01,1,1
3457,3,1464924,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3458,4,1465088,164,15,15,12,3,506.3,11439.1,-56.25,155.48,6,9
3459,5,1465252,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3460,6,1465416,164,1,1,1,0,11462.6,11462.6,3.28,3.28,0,1
3461,7,1465580,164,17,17,11,6,358.4,10743.5,-55.15,69.90,4,13
3462,8,1465744,164,13,13,3,10,548.3,10817.2,-42.59,69.35,2,11
3463,9,1465908,164,4,4,1,3,499.5,4074.3,-7.10,-1.09,1,3
3464,10,1466072,164,3,3,1,2,937.8,2326.6,-1.37,1.09,2,1
3465,11,1466236,164,5,5,2,3,378.6,6758.8,-4.37,32.49,1,4
3466,12,1466400,164,2,2,2,0,3928.9,6714.0,1.09,32.49,2,0
3467,13,1466564,164,3,3,2,1,867.0,5156.6,-5.19,104.07,3,0
3468,14,1466728,164,3,3,1,2,1944.7,5128.4,-8.19,1.09,1,2
3469,15,1466892,164,1,1,0,1,1893.9,1893.9,-10.38,-10.38,1,0
3470,16,1467056,164,2,2,1,1,2152.9,6094.4,-20.59,-1.09,1,1
3471,0,1467220,164,1,1,1,0,3017.8,3017.8,5.73,5.73,1,0
3472,1,1467384,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3473,2,1467548,164,1,1,0,1,1534.3,1534.3,12.01,12.01,1,0
3474,3,1467712,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3475,4,1467876,164,16,16,15,1,1386.4,11439.3,-14.47,66.35,7,9
3476,5,1468040,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3477,6,1468204,164,1,1,0,1,523.9,523.9,-39.59,-39.59,1,0
3478,7,1468368,164,16,16,11,5,1433.0,11445.8,-16.93,49.15,2,14
3479,8,1468532,164,15,15,5,10,600.3,6661.8,-54.33,29.21,3,12
3480,9,1468696,164,1,1,0,1,596.5,596.5,-8.74,-8.74,0,1
3481,10,1468860,164,2,2,1,1,952.2,3330.5,-7.92,0.82,1,1
3482,11,1469024,164,3,3,2,1,575.9,6252.0,1.09,32.22,1,2
3483,12,1469188,164,5,5,3,2,862.4,6229.1,-4.91,31.95,4,1
3484,13,1469352,164,2,2,2,0,3570.6,5156.6,3.28,104.07,2,0
3485,14,1469516,164,2,2,1,1,2079.1,3610.9,-1.09,104.07,1,1
3486,15,1469680,164,1,1,1,0,5277.7,5277.7,-4.10,-4.10,1,0
3487,16,1469844,164,2,2,1,1,1486.8,3547.1,-1.09,1.37,2,0
3488,0,1470008,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3489,1,1470172,164,1,1,0,1,528.2,528.2,-9.01,-9.01,0,1
3490,2,1470336,164,2,2,0,2,528.8,1506.5,-9.01,11.74,1,1
3491,3,1470500,164,3,3,2,1,1918.2,10097.3,-31.67,0.82,2,1
3492,4,1470664,164,21,21,16,5,548.6,11439.3,-58.70,48.87,8,13
3493,5,1470828,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3494,6,1470992,164,2,2,1,1,1292.0,11447.4,0.82,0.82,1,1
3495,7,1471156,164,13,13,5,8,351.6,10718.8,-63.62,69.62,0,13
3496,8,1471320,164,13,13,4,9,238.0,10820.0,-41.50,69.35,2,11
3497,9,1471484,164,1,1,0,1,624.6,624.6,-12.29,-12.29,0,1
3498,10,1471648,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3499,11,1471812,164,4,4,2,2,434.4,7842.8,-1.09,31.67,3,1
3500,12,1471976,164,3,3,2,1,1964.6,5755.3,-4.10,31.67,3,0
3501,13,1472140,164,3,3,3,0,2080.6,5157.0,-3.28,104.07,3,0
3502,14,1472304,164,3,3,3,0,2057.5,5155.9,-10.38,104.07,2,1
3503,15,1472468,164,1,1,1,0,5297.8,5297.8,-4.91,-4.91,1,0
3504,16,1472632,164,1,1,1,0,3523.0,3523.0,1.09,1.09,0,1
3505,0,1472796,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3506,1,1472960,164,1,1,0,1,546.6,546.6,1.91,1.91,1,0
3507,2,1473124,164,3,3,0,3,548.2,1466.5,2.18,11.74,3,0
3508,3,1473288,164,1,1,1,0,10167.0,10167.0,-18.84,-18.84,1,0
3509,4,1473452,164,14,14,10,4,501.1,11439.0,-38.50,38.50,4,10
3510,5,1473616,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3511,6,1473780,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3512,7,1473944,164,16,16,10,6,1432.7,10718.7,-58.43,37.13,3,13
3513,8,1474108,164,11,11,4,7,601.1,10767.1,-46.42,22.39,0,11
3514,9,1474272,164,1,1,0,1,663.8,663.8,-11.74,-11.74,0,1
3515,10,1474436,164,1,1,1,0,3353.7,3353.7,5.73,5.73,0,1
3516,11,1474600,164,3,3,2,1,381.1,5297.9,-12.01,30.85,2,1
3517,12,1474764,164,3,3,2,1,1962.9,5275.2,-7.10,30.85,3,0
3518,13,1474928,164,2,2,2,0,4619.0,5252.8,-5.46,104.07,2,0
3519,14,1475092,164,3,3,3,0,4647.2,5176.2,-12.01,104.07,3,0
3520,15,1475256,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3521,16,1475420,164,2,2,2,0,3570.0,7986.4,-22.17,1.09,1,1
3522,0,1475584,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3523,1,1475748,164,1,1,0,1,546.1,546.1,1.64,1.64,1,0
3524,2,1475912,164,2,2,0,2,545.2,1435.2,1.64,11.74,2,0
3525,3,1476076,164,2,2,2,0,10192.1,10193.8,-6.28,-5.46,2,0
3526,4,1476240,164,17,17,14,3,507.0,11439.1,-39.32,61.43,7,10
3527,5,1476404,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3528,6,1476568,164,2,2,2,0,4398.7,11487.9,-4.91,109.41,1,1
3529,7,1476732,164,18,18,10,8,354.5,10718.8,-67.44,53.24,3,15
3530,8,1476896,164,17,17,7,10,476.6,10822.0,-41.50,22.39,5,12
3531,9,1477060,164,1,1,0,1,1149.3,1149.3,-1.37,-1.37,1,0
3532,10,1477224,164,4,4,1,3,2087.8,2681.7,-9.28,1.09,1,3
3533,11,1477388,164,5,5,2,3,377.0,4817.2,-1.09,29.49,1,4
3534,12,1477552,164,2,2,2,0,3328.6,4792.6,1.37,29.49,2,0
3535,13,1477716,164,2,2,2,0,5148.4,5201.1,-3.82,104.07,2,0
3536,14,1477880,164,3,3,3,0,4991.1,5202.2,-3.00,104.07,3,0
3537,15,1478044,164,3,3,0,3,1171.2,2324.6,-14.20,-1.09,1,2
3538,16,1478208,164,2,2,2,0,3545.2,3570.4,-0.82,1.37,0,2
3539,0,1478372,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3540,1,1478536,164,2,2,0,2,541.7,1407.6,1.91,11.47,2,0
3541,2,1478700,164,1,1,1,0,1409.5,1409.5,11.47,11.47,1,0
3542,3,1478864,164,3,3,3,0,1770.8,10197.3,3.17,7.37,3,0
3543,4,1479028,164,13,13,11,2,1386.6,11438.8,-2.73,41.77,6,7
3544,5,1479192,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3545,6,1479356,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3546,7,1479520,164,12,12,8,4,310.0,10718.8,-21.02,8.74,3,9
3547,8,1479684,164,9,9,4,5,616.8,10891.3,-63.89,3.55,3,6
3548,9,1479848,164,3,3,0,3,456.0,782.0,-9.28,1.09,0,3
3549,10,1480012,164,3,3,1,2,2280.3,11247.0,-30.85,-1.64,2,1
3550,11,1480176,164,5,5,3,2,378.0,4338.1,-30.03,27.58,4,1
3551,12,1480340,164,2,2,1,1,1056.0,3330.2,-8.46,1.09,2,0
3552,13,1480504,164,3,3,1,2,475.3,5675.5,-3.00,104.07,2,1
3553,14,1480668,164,2,2,2,0,5182.7,5699.3,9.83,104.07,2,0
3554,15,1480832,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3555,16,1480996,164,1,1,1,0,4793.6,4793.6,-5.19,-5.19,1,0
3556,0,1481160,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3557,1,1481324,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3558,2,1481488,164,3,3,0,3,1367.5,1534.8,-0.82,12.01,1,2
3559,3,1481652,164,2,2,1,1,2274.3,10150.8,7.37,20.48,2,0
3560,4,1481816,164,13,13,12,1,1293.3,11438.9,-19.93,38.50,6,7
3561,5,1481980,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3562,6,1482144,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3563,7,1482308,164,23,23,15,8,979.4,11467.1,-65.53,64.16,5,18
3564,8,1482472,164,16,16,6,10,616.7,10815.9,-58.43,38.50,1,15
3565,9,1482636,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3566,10,1482800,164,2,2,0,2,935.7,1003.6,0.82,1.09,0,2
3567,11,1482964,164,3,3,1,2,376.4,3859.4,0.82,25.39,1,2
3568,12,1483128,164,2,2,1,1,1078.0,3571.1,-9.01,-4.64,2,0
3569,13,1483292,164,1,1,1,0,2609.8,2609.8,-1.37,-1.37,1,0
3570,14,1483456,164,2,2,1,1,2054.3,5202.3,-9.28,1.37,1,1
3571,15,1483620,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3572,16,1483784,164,2,2,2,0,3547.7,4817.1,-5.19,-1.09,1,1
3573,0,1483948,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3574,1,1484112,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3575,2,1484276,164,2,2,1,1,1337.5,10696.5,-60.89,12.01,2,0
3576,3,1484440,164,2,2,1,1,906.0,10077.6,2.46,33.04,2,0
3577,4,1484604,164,10,10,7,3,1200.1,11438.8,-66.89,64.16,2,8
3578,5,1484768,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3579,6,1484932,164,1,1,1,0,11565.1,11565.1,-4.10,-4.10,1,0
3580,7,1485096,164,18,18,10,8,549.8,11418.8,-40.68,27.03,3,15
3581,8,1485260,164,17,17,5,12,600.9,10772.0,-57.34,21.02,1,16
3582,9,1485424,164,1,1,0,1,1005.2,1005.2,-2.18,-2.18,1,0
3583,10,1485588,164,3,3,1,2,1056.5,3306.7,-4.37,1.64,1,2
3584,11,1485752,164,3,3,1,2,425.4,3400.9,-0.82,58.16,1,2
3585,12,1485916,164,1,1,0,1,1102.8,1102.8,-8.46,-8.46,1,0
3586,13,1486080,164,2,2,2,0,3593.6,5269.4,-5.73,-1.37,1,1
3587,14,1486244,164,1,1,0,1,2063.0,2063.0,-0.82,-0.82,0,1
3588,15,1486408,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3589,16,1486572,164,1,1,1,0,4839.2,4839.2,-7.92,-7.92,1,0
3590,0,1486736,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3591,1,1486900,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3592,2,1487064,164,2,2,0,2,1297.8,2160.8,3.28,11.74,2,0
3593,3,1487228,164,1,1,1,0,9973.4,9973.4,46.42,46.42,1,0
3594,4,1487392,164,19,19,15,4,507.4,11439.1,-45.87,38.23,4,15
3595,5,1487556,164,1,1,0,1,739.8,739.8,-0.82,-0.82,0,1
3596,6,1487720,164,1,1,1,0,5683.6,5683.6,-4.10,-4.10,1,0
3597,7,1487884,164,15,15,9,6,955.7,11441.8,-39.32,50.78,3,12
3598,8,1488048,164,17,17,6,11,600.8,10777.1,-56.25,55.43,5,12
3599,9,1488212,164,2,2,1,1,1290.9,5924.9,-54.61,-1.09,0,2
3600,10,1488376,164,1,1,1,0,2970.0,2970.0,21.30,21.30,1,0
3601,11,1488540,164,6,6,3,3,375.6,4863.7,-1.37,21.30,2,4
3602,12,1488704,164,3,3,2,1,1125.0,3353.7,-8.46,1.37,3,0
3603,13,1488868,164,1,1,1,0,3353.7,3353.7,1.37,1.37,1,0
3604,14,1489032,164,1,1,1,0,5197.9,5197.9,6.01,6.01,1,0
3605,15,1489196,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3606,16,1489360,164,1,1,0,1,1675.7,1675.7,1.37,1.37,0,1
3607,0,1489524,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3608,1,1489688,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3609,2,1489852,164,2,2,0,2,1267.5,1270.0,12.01,12.01,2,0
3610,3,1490016,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3611,4,1490180,164,16,16,12,4,502.3,11439.3,-49.15,2.46,6,10
3612,5,1490344,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3613,6,1490508,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3614,7,1490672,164,12,12,6,6,549.3,10718.8,-34.68,35.77,0,12
3615,8,1490836,164,13,13,6,7,526.8,10823.6,-55.43,29.49,3,10
3616,9,1491000,164,4,4,2,2,1007.7,9016.5,-0.82,13.92,2,2
3617,10,1491164,164,2,2,1,1,953.3,5302.0,-6.01,0.82,1,1
3618,11,1491328,164,6,6,4,2,381.6,7891.8,-44.34,19.11,4,2
3619,12,1491492,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3620,13,1491656,164,1,1,1,0,5035.4,5035.4,0.82,0.82,1,0
3621,14,1491820,164,1,1,1,0,5083.0,5083.0,-3.00,-3.00,1,0
3622,15,1491984,164,1,1,0,1,2203.5,2203.5,-3.28,-3.28,0,1
3623,16,1492148,164,2,2,2,0,2489.8,3521.0,-7.92,1.09,1,1
3624,0,1492312,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3625,1,1492476,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3626,2,1492640,164,1,1,0,1,1239.6,1239.6,12.01,12.01,1,0
3627,3,1492804,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3628,4,1492968,164,18,18,15,3,1320.1,11439.1,-22.66,43.14,4,14
3629,5,1493132,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3630,6,1493296,164,3,3,3,0,4314.4,5704.6,-5.19,1.09,3,0
3631,7,1493460,164,12,12,10,2,546.9,11438.9,-68.81,22.39,5,7
3632,8,1493624,164,13,13,6,7,404.5,10818.0,-54.06,69.35,1,12
3633,9,1493788,164,1,1,0,1,2232.8,2232.8,2.46,2.46,0,1
3634,10,1493952,164,3,3,2,1,979.7,7479.1,-45.92,17.20,2,1
3635,11,1494116,164,8,8,5,3,378.3,7457.3,-50.78,17.20,3,5
3636,12,1494280,164,1,1,0,1,1466.2,1466.2,-1.09,-1.09,0,1
3637,13,1494444,164,1,1,1,0,5085.1,5085.1,-4.64,-4.64,1,0
3638,14,1494608,164,3,3,3,0,4867.6,5518.1,-10.65,6.28,3,0
3639,15,1494772,164,2,2,1,1,2152.0,5535.1,-10.10,1.09,1,1
3640,16,1494936,164,2,2,1,1,1367.0,3257.5,-6.33,1.37,1,1
3641,0,1495100,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3642,1,1495264,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3643,2,1495428,164,1,1,0,1,1198.9,1198.9,12.01,12.01,1,0
3644,3,1495592,164,1,1,1,0,9430.0,9430.0,-58.43,-58.43,1,0
3645,4,1495756,164,17,17,16,1,1318.2,11439.0,-61.71,33.04,7,10
3646,5,1495920,164,1,1,1,0,4314.7,4314.7,0.82,0.82,0,1
3647,6,1496084,164,2,2,2,0,5726.9,5728.9,-7.10,-7.10,2,0
3648,7,1496248,164,15,15,8,7,689.7,10718.7,-40.41,69.90,3,12
3649,8,1496412,164,12,12,3,9,523.8,10816.6,-46.42,69.35,2,10
3650,9,1496576,164,1,1,0,1,1002.2,1002.2,1.09,1.09,0,1
3651,10,1496740,164,3,3,3,0,1649.5,7027.4,-47.51,15.02,2,1
3652,11,1496904,164,4,4,3,1,1625.6,7002.4,-47.51,15.02,3,1
3653,12,1497068,164,1,1,1,0,4963.6,4963.6,1.37,1.37,1,0
3654,13,1497232,164,1,1,0,1,1196.5,1196.5,-7.65,-7.65,1,0
3655,14,1497396,164,3,3,2,1,1606.4,5084.9,1.09,12.29,2,1
3656,15,1497560,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3657,16,1497724,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3658,0,1497888,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3659,1,1498052,164,1,1,0,1,1170.0,1170.0,12.01,12.01,1,0
3660,2,1498216,164,1,1,0,1,1170.5,1170.5,12.01,12.01,1,0
3661,3,1498380,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3662,4,1498544,164,15,15,14,1,1313.8,11438.9,-46.69,49.97,5,10
3663,5,1498708,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3664,6,1498872,164,2,2,2,0,6334.4,6470.3,2.46,3.55,2,0
3665,7,1499036,164,14,14,10,4,1706.1,11444.7,-41.77,55.70,2,12
3666,8,1499200,164,18,18,6,12,602.2,10815.6,-53.79,33.58,1,17
3667,9,1499364,164,3,3,1,2,1006.5,2394.7,-4.10,-0.82,1,2
3668,10,1499528,164,1,1,1,0,3784.7,3784.7,-4.10,-4.10,1,0
3669,11,1499692,164,2,2,1,1,1196.0,4967.4,3.28,13.65,2,0
3670,12,1499856,164,2,2,2,0,3929.2,8132.0,-1.09,67.44,2,0
3671,13,1500020,164,3,3,2,1,1223.3,5082.9,-7.65,-1.09,3,0
3672,14,1500184,164,5,5,4,1,2107.9,5129.5,-9.01,8.46,4,1
3673,15,1500348,164,3,3,0,3,617.7,2156.9,0.82,4.64,0,3
3674,16,1500512,164,2,2,1,1,1897.5,5993.5,-54.30,1.37,1,1
3675,0,1500676,164,1,1,1,0,8853.1,8853.1,3.28,3.28,1,0
3676,1,1500840,164,1,1,0,1,1130.9,1130.9,11.74,11.74,1,0
3677,2,1501004,164,2,2,0,2,836.0,1129.8,0.82,12.01,1,1
3678,3,1501168,164,1,1,1,0,12619.7,12619.7,-14.20,-14.20,1,0
3679,4,1501332,164,20,20,18,2,1315.8,11438.9,-65.80,40.68,8,12
3680,5,1501496,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3681,6,1501660,164,2,2,2,0,4936.5,6524.2,1.09,4.10,2,0
3682,7,1501824,164,7,7,5,2,541.7,10718.6,-1.09,8.19,1,6
3683,8,1501988,164,15,15,5,10,617.5,10815.1,-65.53,3.00,3,12
3684,9,1502152,164,4,4,0,4,786.6,1368.1,-3.82,1.37,2,2
3685,10,1502316,164,4,4,1,3,787.1,6163.5,-52.26,11.19,2,2
3686,11,1502480,164,5,5,2,3,979.2,6138.9,-52.26,1.37,2,3
3687,12,1502644,164,1,1,1,0,4869.1,4869.1,-2.46,-2.46,1,0
3688,13,1502808,164,3,3,1,2,1246.8,5109.1,-8.74,1.09,2,1
3689,14,1502972,164,3,3,3,0,4530.6,5106.1,-2.18,22.39,3,0
3690,15,1503136,164,2,2,0,2,1125.3,1176.6,1.09,1.37,0,2
3691,16,1503300,164,1,1,1,0,10580.2,10580.2,60.34,60.34,0,1
3692,0,1503464,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3693,1,1503628,164,1,1,0,1,1101.3,1101.3,11.74,11.74,1,0
3694,2,1503792,164,1,1,0,1,1100.8,1100.8,12.01,12.01,1,0
3695,3,1503956,164,1,1,0,1,834.3,834.3,10.10,10.10,1,0
3696,4,1504120,164,18,18,15,3,449.9,11439.2,-45.87,49.69,6,12
3697,5,1504284,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3698,6,1504448,164,2,2,2,0,2104.9,4916.0,-4.10,2.46,2,0
3699,7,1504612,164,8,8,7,1,1772.6,10718.6,-6.28,0.82,2,6
3700,8,1504776,164,15,15,8,7,601.2,10813.5,-1.37,40.96,1,14
3701,9,1504940,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3702,10,1505104,164,4,4,3,1,1023.6,5736.5,-53.84,7.37,2,2
3703,11,1505268,164,5,5,2,3,961.0,5725.9,-53.84,1.09,1,4
3704,12,1505432,164,1,1,0,1,1587.4,1587.4,1.37,1.37,0,1
3705,13,1505596,164,2,2,2,0,5035.5,5293.5,-3.00,1.09,2,0
3706,14,1505760,164,3,3,3,0,3261.5,5109.4,5.46,12.67,3,0
3707,15,1505924,164,1,1,0,1,2182.2,2182.2,1.09,1.09,0,1
3708,16,1506088,164,1,1,0,1,1127.6,1127.6,-2.18,-2.18,0,1
3709,0,1506252,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3710,1,1506416,164,1,1,0,1,1073.3,1073.3,11.74,11.74,1,0
3711,2,1506580,164,1,1,0,1,1071.9,1071.9,12.01,12.01,1,0
3712,3,1506744,164,1,1,0,1,809.9,809.9,10.92,10.92,1,0
3713,4,1506908,164,16,16,13,3,1338.8,11439.3,-40.14,33.04,6,10
3714,5,1507072,164,1,1,0,1,1436.9,1436.9,0.82,0.82,0,1
3715,6,1507236,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3716,7,1507400,164,12,12,6,6,864.8,10718.5,-41.77,58.98,2,10
3717,8,1507564,164,14,14,4,10,617.8,10774.4,-64.16,55.43,0,14
3718,9,1507728,164,4,4,2,2,1369.1,5875.7,-5.19,4.64,1,3
3719,10,1507892,164,2,2,2,0,3833.2,5323.4,-55.43,6.28,1,1
3720,11,1508056,164,3,3,1,2,382.7,2803.0,1.09,12.01,1,2
3721,12,1508220,164,1,1,1,0,2346.2,2346.2,-4.10,-4.10,1,0
3722,13,1508384,164,3,3,2,1,2059.6,3782.6,-1.37,12.67,3,0
3723,14,1508548,164,1,1,1,0,3809.7,3809.7,12.67,12.67,1,0
3724,15,1508712,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3725,16,1508876,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3726,0,1509040,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3727,1,1509204,164,2,2,0,2,1033.3,1316.7,0.82,11.74,1,1
3728,2,1509368,164,1,1,0,1,1031.7,1031.7,12.01,12.01,1,0
3729,3,1509532,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3730,4,1509696,164,14,14,11,3,500.8,11439.1,-18.57,51.33,6,8
3731,5,1509860,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3732,6,1510024,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3733,7,1510188,164,15,15,8,7,842.6,10718.7,-59.25,25.67,1,14
3734,8,1510352,164,15,15,6,9,601.0,10770.8,-61.98,58.16,3,12
3735,9,1510516,164,5,5,1,4,913.7,2514.7,-0.82,5.73,1,4
3736,10,1510680,164,2,2,2,0,3400.6,4913.6,-58.59,-4.37,2,0
3737,11,1510844,164,3,3,3,0,3282.6,4963.4,-2.73,2.46,3,0
3738,12,1511008,164,1,1,0,1,2010.0,2010.0,1.91,1.91,1,0
3739,13,1511172,164,2,2,1,1,1509.8,4317.2,1.37,11.09,1,1
3740,14,1511336,164,3,3,3,0,4343.4,5134.7,-6.83,11.09,3,0
3741,15,1511500,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3742,16,1511664,164,3,3,3,0,4769.8,4890.8,-4.10,-2.46,3,0
3743,0,1511828,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3744,1,1511992,164,1,1,0,1,1003.3,1003.3,11.74,11.74,1,0
3745,2,1512156,164,1,1,0,1,1002.6,1002.6,12.01,12.01,1,0
3746,3,1512320,164,1,1,1,0,3402.6,3402.6,8.19,8.19,1,0
3747,4,1512484,164,10,10,8,2,1341.5,11439.1,-8.19,54.61,5,5
3748,5,1512648,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3749,6,1512812,164,4,4,4,0,2226.6,6473.4,2.73,7.10,3,1
3750,7,1512976,164,14,14,9,5,858.7,10718.7,-0.82,61.43,3,11
3751,8,1513140,164,16,16,10,6,600.1,10819.7,-67.71,57.88,9,7
3752,9,1513304,164,1,1,0,1,842.6,842.6,1.09,1.09,0,1
3753,10,1513468,164,3,3,3,0,3809.2,4624.8,-60.18,7.10,3,0
3754,11,1513632,164,4,4,2,2,382.8,4892.5,-1.09,4.10,1,3
3755,12,1513796,164,1,1,1,0,7916.0,7916.0,-45.05,-45.05,1,0
3756,13,1513960,164,2,2,1,1,475.4,4860.5,1.09,11.09,1,1
3757,14,1514124,164,3,3,3,0,5126.1,5175.8,-13.38,-9.01,3,0
3758,15,1514288,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3759,16,1514452,164,1,1,1,0,4841.0,4841.0,-3.28,-3.28,1,0
3760,0,1514616,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3761,1,1514780,164,1,1,0,1,975.7,975.7,11.74,11.74,1,0
3762,2,1514944,164,2,2,1,1,962.2,2369.7,3.28,12.01,2,0
3763,3,1515108,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3764,4,1515272,164,20,20,19,1,1390.7,11439.0,-65.26,61.71,8,12
3765,5,1515436,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
3766,6,1515600,164,2,2,1,1,1269.9,2224.8,0.82,5.73,2,0
