CPI序号,波位号,时间戳(ms),帧间隔(ms),目标数,有效点迹数,宽脉冲数,窄脉冲数,最小距离(m),最大距离(m),最小速度(m/s),最大速度(m/s),正高度点数,负高度点数(地杂波)
1467,2,1138564,164,1,1,0,1,1556.4,1556.4,-0.82,-0.82,1,0
1468,3,1138728,164,1,1,0,1,1275.2,1275.2,6.83,6.83,1,0
1469,4,1138892,164,18,18,16,2,1320.2,11439.2,-57.88,68.81,9,9
1470,5,1139056,164,2,2,2,0,4218.8,5398.4,-38.01,-36.20,2,0
1471,6,1139220,164,1,1,1,0,2441.3,2441.3,-2.18,-2.18,1,0
1472,7,1139384,164,17,17,8,9,999.7,11034.3,-44.51,55.43,4,13
1473,8,1139548,164,13,13,9,4,720.9,10773.1,-28.40,6.01,0,13
1474,9,1139712,164,1,1,1,0,3161.5,3161.5,3.82,3.82,1,0
1475,10,1139876,164,2,2,0,2,482.0,2086.6,0.55,0.82,0,2
1476,11,1140040,164,4,4,4,0,2802.1,4698.0,-7.65,0.82,3,1
1477,12,1140204,164,5,5,4,1,808.8,5462.4,-10.92,3.17,5,0
1478,13,1140368,164,3,3,3,0,2657.2,5055.1,-4.64,1.09,3,0
1479,14,1140532,164,2,2,0,2,1723.5,1773.2,-0.82,1.37,0,2
1480,15,1140696,164,1,1,0,1,1510.1,1510.1,-1.37,-1.37,0,1
1481,16,1140860,164,2,2,0,2,1438.0,1991.7,1.37,2.18,1,1
1482,0,1141024,164,1,1,1,0,3498.4,3498.4,-2.18,-2.18,1,0
1483,1,1141188,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1484,2,1141352,164,1,1,1,0,4266.0,4266.0,-40.41,-40.41,1,0
1485,3,1141516,164,1,1,1,0,2897.5,2897.5,3.55,3.55,1,0
1486,4,1141680,164,14,14,12,2,1441.6,11439.3,-21.02,50.51,6,8
1487,5,1141844,164,2,2,2,0,4339.3,5517.9,-45.92,-45.25,2,0
1488,6,1142008,164,2,2,2,0,4354.5,5535.2,-45.92,-45.25,2,0
1489,7,1142172,164,15,15,5,10,356.1,11441.3,-3.55,30.03,6,9
1490,8,1142336,164,18,18,9,9,690.8,10774.4,-62.53,58.43,5,13
1491,9,1142500,164,1,1,0,1,792.1,792.1,-1.37,-1.37,1,0
1492,10,1142664,164,3,3,1,2,499.2,3209.4,0.82,3.82,1,2
1493,11,1142828,164,2,2,0,2,2280.7,2301.4,2.46,8.74,1,1
1494,12,1142992,164,1,1,0,1,1239.2,1239.2,1.37,1.37,0,1
1495,13,1143156,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1496,14,1143320,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1497,15,1143484,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1498,16,1143648,164,1,1,0,1,1191.1,1191.1,1.37,1.37,0,1
1499,0,1143812,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1500,1,1143976,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1501,2,1144140,164,1,1,1,0,3689.1,3689.1,-12.01,-12.01,1,0
1502,3,1144304,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1503,4,1144468,164,15,15,14,1,1443.2,11439.4,-20.20,61.98,7,8
1504,5,1144632,164,2,2,1,1,403.2,3379.1,-20.48,-0.82,1,1
1505,6,1144796,164,5,5,4,1,719.6,11443.9,-68.53,4.37,2,3
1506,7,1144960,164,21,21,9,12,357.1,11467.0,-28.67,64.98,4,17
1507,8,1145124,164,17,17,9,8,619.3,10885.6,-69.35,55.97,2,15
1508,9,1145288,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1509,10,1145452,164,3,3,1,2,1049.6,3403.2,-0.55,3.55,1,2
1510,11,1145616,164,8,8,2,6,378.2,7455.9,-0.82,55.15,3,5
1511,12,1145780,164,5,5,4,1,815.0,6833.4,-29.76,4.37,5,0
1512,13,1145944,164,1,1,0,1,1317.7,1317.7,1.37,1.37,0,1
1513,14,1146108,164,1,1,0,1,2229.1,2229.1,-2.18,-2.18,0,1
1514,15,1146272,164,2,2,1,1,1513.9,3979.3,1.09,1.09,0,2
1515,16,1146436,164,1,1,0,1,1339.6,1339.6,117.64,117.64,1,0
1516,0,1146600,164,1,1,1,0,3496.5,3496.5,12.29,12.29,1,0
1517,1,1146764,164,1,1,1,0,3713.4,3713.4,-11.74,-11.74,1,0
1518,2,1146928,164,1,1,1,0,3713.9,3713.9,-12.01,-12.01,1,0
1519,3,1147092,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1520,4,1147256,164,20,20,17,3,503.2,11439.7,-83.93,9.28,8,12
1521,5,1147420,164,1,1,1,0,4645.7,4645.7,-63.34,-63.34,1,0
1522,6,1147584,164,3,3,2,1,2184.2,4651.7,-63.34,8.74,2,1
1523,7,1147748,164,15,15,9,6,548.2,10717.6,-54.33,56.79,5,10
1524,8,1147912,164,22,22,9,13,522.9,10773.0,-67.71,69.35,5,17
1525,9,1148076,164,1,1,1,0,3210.7,3210.7,2.18,2.18,1,0
1526,10,1148240,164,4,4,2,2,460.2,5057.3,-0.82,1.09,2,2
1527,11,1148404,164,8,8,3,5,379.4,4695.9,-4.91,45.87,4,4
1528,12,1148568,164,5,5,4,1,811.4,5415.1,-1.09,6.55,5,0
1529,13,1148732,164,5,5,3,2,1178.8,5036.8,-0.82,7.65,4,1
1530,14,1148896,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1531,15,1149060,164,1,1,1,0,4553.4,4553.4,-1.37,-1.37,1,0
1532,16,1149224,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1533,0,1149388,164,1,1,1,0,3451.5,3451.5,2.73,2.73,1,0
1534,1,1149552,164,2,2,1,1,622.6,3738.1,-11.74,5.73,2,0
1535,2,1149716,164,3,3,1,2,403.7,3739.5,-43.69,-0.82,2,1
1536,3,1149880,164,4,4,0,4,1871.2,2084.4,-1.37,1.37,0,4
1537,4,1150044,164,14,14,9,5,382.0,11439.8,-60.34,20.48,6,8
1538,5,1150208,164,1,1,0,1,235.0,235.0,6.01,6.01,1,0
1539,6,1150372,164,7,7,4,3,643.8,4842.3,-67.87,39.86,5,2
1540,7,1150536,164,13,13,8,5,644.6,10718.3,-41.50,11.52,3,10
1541,8,1150700,164,13,13,5,8,479.6,10769.3,-46.96,25.94,2,11
1542,9,1150864,164,3,3,3,0,3257.3,5201.4,-6.01,3.82,3,0
1543,10,1151028,164,2,2,2,0,1913.7,3115.2,1.09,2.73,1,1
1544,11,1151192,164,3,3,1,2,430.3,4622.9,-1.37,12.56,1,2
1545,12,1151356,164,2,2,2,0,2033.8,5421.8,-7.65,-0.82,1,1
1546,13,1151520,164,5,5,4,1,1198.5,5180.4,-8.46,0.82,4,1
1547,14,1151684,164,2,2,1,1,2156.3,5109.6,-3.82,0.82,1,1
1548,15,1151848,164,2,2,2,0,2730.4,4026.6,-40.14,1.09,2,0
1549,16,1152012,164,1,1,1,0,2873.0,2873.0,-4.10,-4.10,1,0
1550,0,1152176,164,1,1,1,0,3450.8,3450.8,1.09,1.09,1,0
1551,1,1152340,164,1,1,1,0,2369.0,2369.0,-0.82,-0.82,0,1
1552,2,1152504,164,2,2,1,1,765.5,3785.0,-11.74,0.82,1,1
1553,3,1152668,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1554,4,1152832,164,13,13,11,2,1339.0,11439.5,-46.69,45.05,5,8
1555,5,1152996,164,1,1,0,1,2108.5,2108.5,-0.82,-0.82,0,1
1556,6,1153160,164,3,3,2,1,647.5,11485.1,-3.00,9.01,2,1
1557,7,1153324,164,14,14,8,6,692.5,11486.6,-58.70,48.05,1,13
1558,8,1153488,164,15,15,5,10,183.6,10817.2,-61.43,63.89,5,10
1559,9,1153652,164,3,3,0,3,457.9,1990.1,-0.82,1.64,0,3
1560,10,1153816,164,7,7,4,3,794.1,5270.1,-4.91,4.91,5,2
1561,11,1153980,164,4,4,0,4,449.8,2037.3,0.82,5.19,1,3
1562,12,1154144,164,3,3,3,0,2034.8,4171.4,-8.46,-0.82,2,1
1563,13,1154308,164,3,3,3,0,2778.4,4145.5,0.82,1.09,2,1
1564,14,1154472,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1565,15,1154636,164,1,1,1,0,4673.2,4673.2,-1.09,-1.09,1,0
1566,16,1154800,164,1,1,1,0,3186.5,3186.5,-4.91,-4.91,1,0
1567,0,1154964,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1568,1,1155128,164,1,1,1,0,10071.0,10071.0,0.82,0.82,1,0
1569,2,1155292,164,2,2,2,0,3810.2,8995.6,-11.74,7.10,1,1
1570,3,1155456,164,1,1,0,1,744.2,744.2,-0.82,-0.82,0,1
1571,4,1155620,164,22,22,14,8,456.2,11439.7,-58.70,61.71,7,15
1572,5,1155784,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1573,6,1155948,164,6,6,3,3,455.5,11490.0,-2.18,57.88,2,4
1574,7,1156112,164,11,11,10,1,698.4,11488.8,-85.97,31.13,2,9
1575,8,1156276,164,21,21,9,12,187.1,10816.1,-54.88,53.24,5,16
1576,9,1156440,164,3,3,0,3,482.4,2158.2,-5.46,0.82,0,3
1577,10,1156604,164,7,7,6,1,788.1,5270.6,-1.91,4.91,5,2
1578,11,1156768,164,6,6,2,4,383.6,8895.0,-6.83,68.26,3,3
1579,12,1156932,164,4,4,2,2,1179.2,5466.6,-10.10,2.18,2,2
1580,13,1157096,164,2,2,1,1,1192.1,5058.0,-5.73,-0.82,1,1
1581,14,1157260,164,2,2,2,0,2418.7,12619.0,0.82,1.09,1,1
1582,15,1157424,164,1,1,0,1,1752.4,1752.4,0.82,0.82,0,1
1583,16,1157588,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1584,0,1157752,164,1,1,1,0,3403.3,3403.3,13.65,13.65,1,0
1585,1,1157916,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1586,2,1158080,164,3,3,2,1,742.1,7196.5,-11.74,0.82,2,1
1587,3,1158244,164,1,1,0,1,738.6,738.6,0.82,0.82,0,1
1588,4,1158408,164,14,14,14,0,1457.9,11439.7,-49.97,4.64,5,9
1589,5,1158572,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1590,6,1158736,164,4,4,4,0,2369.2,11579.8,-4.10,7.37,3,1
1591,7,1158900,164,13,13,11,2,189.9,11490.8,-90.49,34.68,4,9
1592,8,1159064,164,16,16,7,9,189.9,10815.7,-50.24,22.39,3,13
1593,9,1159228,164,3,3,1,2,2131.6,3232.7,-5.73,-2.18,2,1
1594,10,1159392,164,4,4,2,2,497.3,3473.1,-5.46,2.46,3,1
1595,11,1159556,164,10,10,5,5,379.7,9495.1,-9.50,67.71,6,4
1596,12,1159720,164,3,3,2,1,1584.0,9522.8,-6.28,67.44,2,1
1597,13,1159884,164,3,3,2,1,1177.2,4146.8,-5.73,1.37,2,1
1598,14,1160048,164,3,3,0,3,1243.5,1674.6,-1.37,1.37,1,2
1599,15,1160212,164,1,1,0,1,1434.2,1434.2,-2.18,-2.18,0,1
1600,16,1160376,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1601,0,1160540,164,1,1,1,0,3376.4,3376.4,11.47,11.47,1,0
1602,1,1160704,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1603,2,1160868,164,1,1,1,0,3882.7,3882.7,-11.74,-11.74,1,0
1604,3,1161032,164,3,3,0,3,191.3,2061.7,-62.80,3.82,2,1
1605,4,1161196,164,14,14,13,1,1322.0,11439.7,-60.89,20.20,5,9
1606,5,1161360,164,1,1,0,1,1437.0,1437.0,1.37,1.37,0,1
1607,6,1161524,164,2,2,2,0,2297.2,5682.0,-1.37,5.73,2,0
1608,7,1161688,164,17,17,9,8,191.1,10717.8,-99.54,33.04,5,12
1609,8,1161852,164,11,11,4,7,616.3,10819.3,-68.26,2.73,4,7
1610,9,1162016,164,7,7,3,4,457.7,4265.7,-10.10,11.19,4,3
1611,10,1162180,164,6,6,3,3,808.9,3450.2,-9.83,5.19,5,1
1612,11,1162344,164,2,2,0,2,380.1,2037.7,0.82,3.82,0,2
1613,12,1162508,164,1,1,1,0,10121.8,10121.8,66.62,66.62,1,0
1614,13,1162672,164,1,1,1,0,4146.0,4146.0,0.82,0.82,1,0
1615,14,1162836,164,3,3,0,3,540.7,1653.0,-0.82,3.55,0,3
1616,15,1163000,164,2,2,2,0,1746.3,3978.1,-1.09,0.82,1,1
1617,16,1163164,164,2,2,0,2,1560.7,1702.2,0.82,9.56,0,2
1618,0,1163328,164,1,1,1,0,3352.6,3352.6,7.65,7.65,1,0
1619,1,1163492,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1620,2,1163656,164,1,1,1,0,6405.4,6405.4,19.93,19.93,1,0
1621,3,1163820,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1622,4,1163984,164,18,18,17,1,1336.5,11439.6,-61.16,62.53,7,11
1623,5,1164148,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1624,6,1164312,164,2,2,1,1,718.0,2537.1,-1.64,0.82,2,0
1625,7,1164476,164,10,10,5,5,689.4,10718.1,-21.02,1.64,3,7
1626,8,1164640,164,14,14,9,5,617.4,10767.7,-69.08,52.42,5,9
1627,9,1164804,164,3,3,2,1,2152.8,4435.6,-4.37,-2.46,1,2
1628,10,1164968,164,4,4,2,2,835.7,4363.8,-68.26,3.55,3,1
1629,11,1165132,164,3,3,2,1,1888.8,10695.2,2.18,65.80,2,1
1630,12,1165296,164,5,5,5,0,3090.0,10721.5,-11.09,65.80,5,0
1631,13,1165460,164,2,2,1,1,625.6,2153.5,-1.64,0.82,1,1
1632,14,1165624,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1633,15,1165788,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1634,16,1165952,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1635,0,1166116,164,1,1,1,0,3329.3,3329.3,5.73,5.73,1,0
1636,1,1166280,164,1,1,0,1,1916.5,1916.5,0.82,0.82,0,1
1637,2,1166444,164,1,1,0,1,1557.8,1557.8,0.82,0.82,0,1
1638,3,1166608,164,1,1,1,0,6546.4,6546.4,-21.84,-21.84,1,0
1639,4,1166772,164,18,18,16,2,1317.5,11439.2,-66.89,33.58,7,11
1640,5,1166936,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1641,6,1167100,164,1,1,0,1,1245.5,1245.5,-0.82,-0.82,1,0
1642,7,1167264,164,17,17,8,9,693.2,11465.5,-69.62,59.80,2,15
1643,8,1167428,164,10,10,3,7,614.7,10773.4,-58.16,43.69,0,10
1644,9,1167592,164,5,5,3,2,860.4,5060.4,-4.37,5.46,3,2
1645,10,1167756,164,2,2,1,1,860.1,4960.7,-3.00,0.82,2,0
1646,11,1167920,164,7,7,3,4,454.4,11295.5,-7.37,65.26,2,5
1647,12,1168084,164,3,3,3,0,5533.3,11344.7,-6.01,65.26,3,0
1648,13,1168248,164,1,1,1,0,3066.6,3066.6,5.46,5.46,1,0
1649,14,1168412,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1650,15,1168576,164,2,2,0,2,1600.9,1766.9,-1.09,1.09,0,2
1651,16,1168740,164,2,2,1,1,1585.8,12545.3,0.82,42.59,1,1
1652,0,1168904,164,1,1,1,0,3329.4,3329.4,-1.91,-1.91,1,0
1653,1,1169068,164,1,1,0,1,575.3,575.3,1.91,1.91,1,0
1654,2,1169232,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1655,3,1169396,164,1,1,0,1,1917.9,1917.9,-20.48,-20.48,0,1
1656,4,1169560,164,15,15,14,1,1319.8,11439.4,-20.20,58.16,6,9
1657,5,1169724,164,1,1,0,1,2205.0,2205.0,0.82,0.82,0,1
1658,6,1169888,164,4,4,3,1,378.9,11462.2,-6.28,6.01,3,1
1659,7,1170052,164,14,14,8,6,694.2,10718.2,-2.73,30.85,4,10
1660,8,1170216,164,13,13,5,8,600.0,10775.3,-69.08,52.70,7,6
1661,9,1170380,164,2,2,1,1,857.1,5271.1,-3.00,4.10,2,0
1662,10,1170544,164,5,5,3,2,856.7,7027.8,0.55,7.10,4,1
1663,11,1170708,164,10,10,6,4,359.9,11901.2,-12.67,64.71,5,5
1664,12,1170872,164,2,2,2,0,5343.6,11927.5,-12.67,64.71,2,0
1665,13,1171036,164,2,2,1,1,2062.7,3066.0,-1.91,-1.91,2,0
1666,14,1171200,164,1,1,0,1,1263.8,1263.8,0.82,0.82,0,1
1667,15,1171364,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1668,16,1171528,164,2,2,1,1,1895.4,3210.1,-4.91,-2.46,2,0
1669,0,1171692,164,3,3,3,0,3329.7,4986.0,-0.82,48.87,2,1
1670,1,1171856,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1671,2,1172020,164,1,1,1,0,4002.5,4002.5,-12.01,-12.01,1,0
1672,3,1172184,164,1,1,0,1,649.9,649.9,0.82,0.82,0,1
1673,4,1172348,164,14,14,13,1,1317.2,11439.6,-20.75,28.67,6,8
1674,5,1172512,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1675,6,1172676,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1676,7,1172840,164,13,13,8,5,1435.2,11464.5,-0.82,57.06,2,11
1677,8,1173004,164,16,16,6,10,501.9,10770.6,-15.29,51.88,1,15
1678,9,1173168,164,3,3,0,3,856.5,2105.3,-2.18,2.18,1,2
1679,10,1173332,164,3,3,2,1,857.3,3185.1,-7.10,2.46,3,0
1680,11,1173496,164,6,6,5,1,356.3,12499.4,-3.82,64.16,4,2
1681,12,1173660,164,7,7,6,1,912.3,12564.3,-12.67,64.16,7,0
1682,13,1173824,164,5,5,4,1,1007.8,5082.2,-6.55,-1.91,4,1
1683,14,1173988,164,4,4,2,2,1270.6,12064.7,-1.91,2.18,1,3
1684,15,1174152,164,2,2,2,0,1314.2,2922.1,-22.66,1.37,2,0
1685,16,1174316,164,1,1,0,1,2015.6,2015.6,-4.64,-4.64,1,0
1686,0,1174480,164,1,1,1,0,3305.7,3305.7,13.11,13.11,1,0
1687,1,1174644,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1688,2,1174808,164,1,1,0,1,1915.5,1915.5,-0.82,-0.82,0,1
1689,3,1174972,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1690,4,1175136,164,19,19,15,4,451.2,11439.3,-55.43,58.43,5,14
1691,5,1175300,164,1,1,0,1,2202.9,2202.9,-0.82,-0.82,1,0
1692,6,1175464,164,2,2,2,0,2369.5,10030.9,-0.82,3.00,2,0
1693,7,1175628,164,13,13,9,4,308.9,11446.3,-1.91,67.99,5,8
1694,8,1175792,164,18,18,8,10,602.9,10867.4,-69.35,71.26,7,11
1695,9,1175956,164,3,3,0,3,867.0,2331.4,-8.19,-1.09,2,1
1696,10,1176120,164,2,2,2,0,3258.9,4816.2,-1.37,1.64,2,0
1697,11,1176284,164,4,4,2,2,447.6,4965.1,-3.17,1.09,2,2
1698,12,1176448,164,5,5,3,2,456.7,6569.4,-18.29,76.92,5,0
1699,13,1176612,164,3,3,1,2,1247.8,4914.7,-4.64,0.82,1,2
1700,14,1176776,164,2,2,1,1,1263.3,5149.7,-4.64,1.09,1,1
1701,15,1176940,164,1,1,1,0,2225.9,2225.9,-3.00,-3.00,1,0
1702,16,1177104,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1703,0,1177268,164,1,1,1,0,3280.9,3280.9,8.74,8.74,1,0
1704,1,1177432,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1705,2,1177596,164,2,2,1,1,1557.4,4097.5,-12.01,-0.82,1,1
1706,3,1177760,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1707,4,1177924,164,15,15,15,0,1457.8,11439.5,-56.25,29.49,6,9
1708,5,1178088,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1709,6,1178252,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1710,7,1178416,164,15,15,10,5,650.1,10717.8,-21.02,50.24,6,9
1711,8,1178580,164,16,16,6,10,601.5,10812.7,-52.97,22.39,4,12
1712,9,1178744,164,4,4,2,2,887.4,3233.8,-7.10,1.37,3,1
1713,10,1178908,164,2,2,1,1,230.4,3160.9,-1.91,6.83,2,0
1714,11,1179072,164,5,5,3,2,359.3,4961.9,-4.10,-0.82,3,2
1715,12,1179236,164,2,2,2,0,4194.3,7167.3,-12.67,0.82,2,0
1716,13,1179400,164,2,2,0,2,665.7,2133.3,-0.82,-0.82,1,1
1717,14,1179564,164,3,3,2,1,1243.0,5174.7,-9.83,62.80,2,1
1718,15,1179728,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1719,16,1179892,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1720,0,1180056,164,1,1,1,0,3257.3,3257.3,8.19,8.19,1,0
1721,1,1180220,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1722,2,1180384,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1723,3,1180548,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1724,4,1180712,164,14,14,11,3,1293.8,11439.5,-67.99,37.68,8,6
1725,5,1180876,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1726,6,1181040,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1727,7,1181204,164,16,16,10,6,552.7,11463.6,-64.98,4.91,6,10
1728,8,1181368,164,12,12,4,8,601.0,10770.1,-51.33,54.61,1,11
1729,9,1181532,164,5,5,2,3,716.4,7769.4,-9.28,6.55,2,3
1730,10,1181696,164,2,2,0,2,911.3,1872.2,-8.74,-1.37,1,1
1731,11,1181860,164,3,3,2,1,1649.0,4963.0,-1.09,0.82,2,1
1732,12,1182024,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1733,13,1182188,164,4,4,3,1,1677.8,3906.3,-10.65,1.37,4,0
1734,14,1182352,164,1,1,0,1,1245.5,1245.5,-1.64,-1.64,0,1
1735,15,1182516,164,2,2,0,2,1418.0,1531.4,-2.18,1.91,0,2
1736,16,1182680,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1737,0,1182844,164,1,1,1,0,3211.5,3211.5,10.65,10.65,1,0
1738,1,1183008,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1739,2,1183172,164,1,1,1,0,4146.1,4146.1,-12.01,-12.01,1,0
1740,3,1183336,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1741,4,1183500,164,16,16,14,2,453.0,11439.1,-60.07,62.53,7,9
1742,5,1183664,164,4,4,2,2,406.8,2610.0,-3.55,59.25,4,0
1743,6,1183828,164,3,3,2,1,547.9,11464.3,1.09,4.64,1,2
1744,7,1183992,164,14,14,10,4,525.0,11372.1,-18.84,39.86,4,10
1745,8,1184156,164,13,13,3,10,329.4,5249.4,-48.87,60.07,2,11
1746,9,1184320,164,4,4,0,4,836.2,2278.0,-8.74,1.37,2,2
1747,10,1184484,164,1,1,1,0,3329.6,3329.6,3.82,3.82,1,0
1748,11,1184648,164,5,5,3,2,446.8,4695.7,-7.37,1.09,3,2
1749,12,1184812,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1750,13,1184976,164,1,1,0,1,236.9,236.9,-6.01,-6.01,1,0
1751,14,1185140,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1752,15,1185304,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1753,16,1185468,164,4,4,2,2,1431.3,3233.8,-1.09,2.46,0,4
1754,0,1185632,164,2,2,2,0,3187.1,3187.1,7.92,8.74,2,0
1755,1,1185796,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1756,2,1185960,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1757,3,1186124,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1758,4,1186288,164,17,17,15,2,1326.6,11438.9,-68.53,65.53,10,7
1759,5,1186452,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1760,6,1186616,164,2,2,1,1,1436.4,2419.0,3.55,4.64,2,0
1761,7,1186780,164,16,16,9,7,691.5,11487.2,-42.05,68.81,3,13
1762,8,1186944,164,15,15,5,10,500.2,10816.2,-51.60,46.14,2,13
1763,9,1187108,164,2,2,1,1,961.3,7744.5,-10.38,-3.00,2,0
1764,10,1187272,164,2,2,0,2,961.4,1987.9,-10.38,-0.82,1,1
1765,11,1187436,164,6,6,2,4,449.0,4935.2,-9.01,1.09,2,4
1766,12,1187600,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1767,13,1187764,164,1,1,1,0,4265.3,4265.3,-0.82,-0.82,1,0
1768,14,1187928,164,1,1,1,0,5179.8,5179.8,5.73,5.73,1,0
1769,15,1188092,164,3,3,1,2,1430.9,2082.6,-7.65,2.18,1,2
1770,16,1188256,164,2,2,1,1,1434.7,2009.8,-6.01,2.18,1,1
1771,0,1188420,164,2,2,2,0,3184.7,3185.2,6.33,6.55,2,0
1772,1,1188584,164,1,1,1,0,3163.0,3163.0,6.83,6.83,1,0
1773,2,1188748,164,1,1,1,0,4217.4,4217.4,-12.01,-12.01,1,0
1774,3,1188912,164,1,1,0,1,2083.3,2083.3,-1.09,-1.09,0,1
1775,4,1189076,164,21,21,19,2,1314.3,11438.8,-40.96,60.34,8,13
1776,5,1189240,164,2,2,1,1,1168.8,4315.4,0.82,1.09,1,1
1777,6,1189404,164,3,3,3,0,2392.9,11491.6,-3.55,6.55,1,2
1778,7,1189568,164,19,19,10,9,551.3,10221.2,-8.46,46.14,4,15
1779,8,1189732,164,19,19,9,10,498.4,10771.9,-14.74,67.44,6,13
1780,9,1189896,164,6,6,2,4,983.6,7769.3,-8.74,2.18,4,2
1781,10,1190060,164,3,3,0,3,987.4,1992.2,-9.01,0.82,2,1
1782,11,1190224,164,4,4,0,4,359.5,2082.1,-4.10,4.10,1,3
1783,12,1190388,164,1,1,0,1,1991.3,1991.3,-1.37,-1.37,0,1
1784,13,1190552,164,1,1,1,0,3138.9,3138.9,5.19,5.19,1,0
1785,14,1190716,164,5,5,2,3,1288.7,6116.2,-44.23,-1.37,4,1
1786,15,1190880,164,2,2,0,2,1429.7,1606.9,-1.09,1.91,0,2
1787,16,1191044,164,3,3,1,2,1432.7,2706.2,-2.18,1.64,0,3
1788,0,1191208,164,2,2,2,0,3161.2,8108.3,8.74,76.01,2,0
1789,1,1191372,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1790,2,1191536,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1791,3,1191700,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1792,4,1191864,164,16,16,15,1,1315.8,11438.8,-62.80,46.96,3,13
1793,5,1192028,164,1,1,0,1,1342.3,1342.3,1.37,1.37,0,1
1794,6,1192192,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1795,7,1192356,164,8,8,7,1,1745.7,10718.0,-0.82,10.92,3,5
1796,8,1192520,164,7,7,1,6,477.7,4216.6,-9.56,48.05,2,5
1797,9,1192684,164,4,4,1,3,506.3,2202.0,-8.19,-0.82,1,3
1798,10,1192848,164,2,2,1,1,2055.2,3161.6,0.82,2.18,1,1
1799,11,1193012,164,1,1,0,1,379.4,379.4,7.92,7.92,0,1
1800,12,1193176,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1801,13,1193340,164,2,2,2,0,3137.1,4916.1,1.91,7.65,2,0
1802,14,1193504,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1803,15,1193668,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
1804,16,1193832,164,4,4,3,1,1430.2,3953.6,-7.10,2.18,2,2
